order_id,sku,order_date,quantity,unit_product_price
ORD113656,PYC,2026-01-27,1,7.0
ORD177166,SCC,2026-01-21,3,19.0
ORD105045,KZP,2025-10-03,3,16.0
ORD122393,ULD,2025-07-07,3,14.0
ORD153496,LWI,2026-03-28,3,22.0
ORD148962,YJD,2025-09-08,8,7.0
ORD109488,WBF,2026-02-07,1,23.0
ORD176173,GOE,2026-02-07,4,14.0
ORD151923,JRM,2025-09-02,2,13.0
ORD197373,DUO,2026-03-07,3,23.0
ORD140702,SCC,2025-07-14,2,19.0
ORD129105,UNJ,2025-08-24,7,17.0
ORD137738,JRB,2026-01-29,3,17.0
ORD192067,HDB,2025-09-19,4,17.0
ORD133241,HEM,2025-10-02,1,5.0
ORD180886,CIV,2025-12-15,8,15.0
ORD133808,LKY,2025-07-31,2,6.0
ORD147283,ODJ,2025-12-02,8,18.0
ORD198918,KLW,2025-11-21,5,18.0
ORD185526,WVX,2025-12-03,4,5.0
ORD117810,GJJ,2025-08-21,4,18.0
ORD124602,ZGL,2025-11-27,4,7.0
ORD166371,FBK,2025-07-18,3,11.0
ORD123436,XDK,2026-03-18,4,14.0
ORD177041,DUO,2025-06-29,4,23.0
ORD148282,FBK,2025-11-23,3,11.0
ORD144223,HEM,2026-04-03,4,5.0
ORD182529,CQO,2025-09-27,2,19.0
ORD152245,DFA,2026-01-06,10,11.0
ORD138885,LXL,2026-04-15,1,18.0
ORD123146,URT,2025-09-13,5,5.0
ORD115009,QTN,2026-01-28,9,25.0
ORD104111,WBF,2026-03-07,3,23.0
ORD159034,KLW,2025-10-23,6,18.0
ORD186513,FYL,2026-05-16,4,18.0
ORD161702,ULD,2026-02-14,1,14.0
ORD115798,URT,2026-05-28,1,5.0
ORD195632,LNR,2025-07-15,1,18.0
ORD175112,TGU,2025-07-20,7,20.0
ORD137045,FUS,2025-09-02,4,18.0
ORD142306,GIH,2025-07-06,5,20.0
ORD162132,QTN,2025-12-25,3,25.0
ORD199121,YVQ,2025-07-24,10,19.0
ORD102959,LJF,2026-03-21,3,19.0
ORD190057,KLW,2026-01-31,7,18.0
ORD144092,QTN,2026-05-17,8,25.0
ORD155269,SCC,2025-10-01,3,19.0
ORD177539,TGQ,2026-04-15,1,22.0
ORD158116,OXT,2025-09-06,1,23.0
ORD116505,BVD,2025-06-11,2,25.0
ORD150398,LKY,2026-01-21,1,6.0
ORD178379,LKY,2026-05-08,4,6.0
ORD196757,SMW,2026-05-13,3,15.0
ORD117481,OXT,2026-03-09,1,23.0
ORD120295,JNU,2025-08-14,9,12.0
ORD192743,ANG,2025-09-27,3,20.0
ORD183541,BLA,2025-09-21,3,7.0
ORD178572,BHY,2025-11-23,4,5.0
ORD197707,DFA,2026-03-04,4,11.0
ORD172228,QBW,2025-08-02,1,6.0
ORD118020,CND,2025-08-28,3,25.0
ORD186235,JNU,2026-04-17,4,12.0
ORD176003,OAS,2026-01-12,10,17.0
ORD186631,YVQ,2026-01-27,1,19.0
ORD181842,GOE,2025-12-17,1,14.0
ORD148068,XDK,2025-07-14,2,14.0
ORD164033,KGS,2025-10-27,3,24.0
ORD128118,CQO,2026-04-17,3,19.0
ORD171537,GOE,2026-03-13,4,14.0
ORD119609,EED,2026-01-16,3,5.0
ORD134620,SCC,2026-04-02,10,19.0
ORD173342,SKK,2026-01-20,4,6.0
ORD100318,WVX,2026-04-21,4,5.0
ORD168220,ZAQ,2025-08-13,1,19.0
ORD195088,SCC,2026-03-12,8,19.0
ORD106967,OUC,2026-02-01,10,25.0
ORD145204,BLA,2026-03-09,1,7.0
ORD101780,TXK,2025-08-03,9,10.0
ORD155506,TYP,2025-07-10,4,18.0
ORD110757,ZJB,2025-11-04,5,8.0
ORD155782,QBW,2025-12-31,4,6.0
ORD114232,HEM,2026-05-19,2,5.0
ORD109484,UJI,2025-12-22,8,19.0
ORD131525,WDW,2026-04-24,1,24.0
ORD186192,DNM,2025-08-15,1,10.0
ORD196946,WVX,2025-09-30,7,5.0
ORD164750,TOT,2025-10-12,4,15.0
ORD131998,RSD,2026-05-17,3,7.0
ORD180506,QZY,2026-02-09,3,24.0
ORD105754,KLW,2026-01-26,2,18.0
ORD115089,MFN,2025-12-04,1,8.0
ORD190430,JFY,2025-09-25,1,8.0
ORD197894,YHT,2026-05-06,4,14.0
ORD111561,TGQ,2026-02-05,1,22.0
ORD107963,RXX,2025-11-20,1,18.0
ORD166773,QZY,2025-09-07,6,24.0
ORD101208,SKK,2026-01-24,2,6.0
ORD108906,XDK,2026-01-26,10,14.0
ORD176160,TXK,2025-09-27,10,10.0
ORD100199,XDK,2026-04-18,3,14.0
ORD120205,DUO,2025-11-20,10,23.0
ORD186965,NUJ,2025-12-12,2,19.0
ORD172808,CND,2026-02-23,2,25.0
ORD109018,CQO,2025-07-04,6,19.0
ORD196833,GJJ,2026-05-13,2,18.0
ORD182790,YVQ,2025-11-09,1,19.0
ORD139415,GIH,2025-09-09,7,20.0
ORD131705,TYP,2026-01-15,6,18.0
ORD104707,OAS,2025-11-01,2,17.0
ORD144282,JFY,2025-08-22,4,8.0
ORD159296,LJF,2025-12-29,2,19.0
ORD141512,PRR,2025-10-13,8,18.0
ORD128280,RGO,2026-05-28,4,24.0
ORD100524,QZY,2025-09-12,9,24.0
ORD182960,BHY,2026-04-18,4,5.0
ORD147667,GIH,2025-12-29,10,20.0
ORD120254,BVD,2026-01-04,5,25.0
ORD149315,GIH,2025-10-09,1,20.0
ORD194014,DRC,2025-12-26,1,6.0
ORD149562,DNM,2025-07-11,4,10.0
ORD185824,MFN,2025-09-03,4,8.0
ORD126103,WSQ,2026-04-09,9,21.0
ORD138850,JRM,2026-02-18,1,13.0
ORD122852,KLW,2026-05-04,4,18.0
ORD135727,QTN,2025-08-20,6,25.0
ORD114313,KLW,2025-11-21,1,18.0
ORD108515,YVQ,2026-05-03,4,19.0
ORD123195,TGQ,2026-03-23,2,22.0
ORD160722,OXT,2026-02-09,10,23.0
ORD150970,FQP,2025-10-31,9,17.0
ORD177899,LWO,2025-07-22,3,23.0
ORD161816,WVI,2025-09-25,9,11.0
ORD166733,WQQ,2026-04-19,8,23.0
ORD162789,LWI,2025-08-07,4,22.0
ORD108791,DNM,2025-09-20,4,10.0
ORD101132,PRR,2025-11-21,4,18.0
ORD159289,KZP,2026-04-24,4,16.0
ORD188287,RNO,2025-08-31,3,8.0
ORD147600,FQP,2025-06-22,4,17.0
ORD191107,OXT,2025-09-29,6,23.0
ORD100129,CIV,2026-04-25,5,15.0
ORD199310,NUJ,2026-02-14,3,19.0
ORD120032,WDW,2025-12-08,1,24.0
ORD146247,TGQ,2026-04-04,3,22.0
ORD163955,JFY,2026-04-04,4,8.0
ORD167548,UNJ,2025-11-18,4,17.0
ORD196361,SMW,2025-10-06,4,15.0
ORD111031,NUJ,2025-07-06,8,19.0
ORD161947,WQQ,2025-11-27,2,23.0
ORD163129,HRA,2026-04-27,1,9.0
ORD195194,OUC,2026-03-07,8,25.0
ORD163013,KZP,2026-05-20,6,16.0
ORD128146,HRA,2025-11-21,2,9.0
ORD142182,IFM,2026-01-28,8,9.0
ORD175493,RXX,2026-02-28,3,18.0
ORD173829,FQP,2025-06-28,7,17.0
ORD136863,TGQ,2025-09-22,2,22.0
ORD142452,OXT,2025-08-18,3,23.0
ORD101829,MFN,2026-03-13,2,8.0
ORD158220,YAE,2025-06-17,3,22.0
ORD124966,FBK,2025-07-05,9,11.0
ORD154543,HIF,2025-07-17,3,7.0
ORD114724,BKO,2025-09-07,1,25.0
ORD199961,HDN,2025-11-10,5,18.0
ORD165954,QTN,2026-02-07,1,25.0
ORD149238,HEM,2026-03-11,7,5.0
ORD171119,XCU,2025-06-26,10,18.0
ORD115315,LWO,2025-08-04,2,23.0
ORD150761,EZT,2025-06-29,2,21.0
ORD171714,DUO,2025-12-20,4,23.0
ORD166870,FYL,2026-02-10,2,18.0
ORD165658,DQR,2025-12-20,10,21.0
ORD190346,RSD,2025-08-10,4,7.0
ORD186345,TGU,2025-07-09,4,20.0
ORD192025,TOT,2026-04-21,5,15.0
ORD139624,MFN,2025-11-08,4,8.0
ORD169659,KZP,2026-04-11,6,16.0
ORD104804,QTN,2025-09-15,3,25.0
ORD117647,OAS,2026-05-06,3,17.0
ORD184101,RXX,2025-11-05,3,18.0
ORD147673,KST,2026-01-25,2,11.0
ORD190574,RSD,2025-08-28,4,7.0
ORD192110,ULD,2026-02-17,4,14.0
ORD125350,KGS,2026-03-10,2,24.0
ORD147131,TGQ,2025-07-10,9,22.0
ORD125940,MLR,2025-11-21,10,7.0
ORD168243,LBG,2026-02-24,8,16.0
ORD186310,CQO,2025-06-25,8,19.0
ORD126292,PYC,2025-10-08,3,7.0
ORD139508,BLA,2025-08-28,2,7.0
ORD182592,TOT,2025-11-06,2,15.0
ORD184221,LXL,2025-11-13,5,18.0
ORD115258,LWO,2026-05-23,2,23.0
ORD113337,ULD,2026-03-02,1,14.0
ORD159252,ZYZ,2026-03-14,7,5.0
ORD189941,PYC,2025-10-21,3,7.0
ORD113937,LJF,2026-05-10,8,19.0
ORD155155,EZT,2025-11-02,8,21.0
ORD194382,QTN,2025-12-05,5,25.0
ORD109964,QTN,2025-08-27,6,25.0
ORD198913,FBK,2025-08-20,4,11.0
ORD130966,SSY,2025-11-03,5,18.0
ORD150763,HDN,2025-07-17,10,18.0
ORD120656,EBK,2025-09-18,4,5.0
ORD150217,ULD,2026-02-06,10,14.0
ORD178357,GOE,2025-09-04,7,14.0
ORD147889,KLW,2026-05-05,1,18.0
ORD139436,QZY,2025-10-27,3,24.0
ORD104468,VUQ,2026-04-14,4,16.0
ORD144234,KNE,2025-11-29,10,24.0
ORD134040,MFN,2025-12-08,2,8.0
ORD163250,ZJB,2025-08-13,1,8.0
ORD155848,CPS,2026-05-12,1,19.0
ORD104862,EBK,2026-03-03,3,5.0
ORD132979,WVX,2026-04-03,4,5.0
ORD112504,DNM,2025-12-23,2,10.0
ORD196451,LJF,2026-01-22,3,19.0
ORD138839,KZP,2025-07-08,1,16.0
ORD101035,VUQ,2026-05-07,8,16.0
ORD146320,RXX,2026-04-14,1,18.0
ORD160272,OXT,2026-03-07,2,23.0
ORD107529,PYC,2025-10-04,2,7.0
ORD147994,LWI,2025-08-17,3,22.0
ORD122511,JRM,2026-01-06,1,13.0
ORD189177,GIH,2026-05-31,6,20.0
ORD192154,SSY,2026-05-25,2,18.0
ORD157623,XDK,2025-12-05,7,14.0
ORD133096,SMW,2025-09-06,5,15.0
ORD120647,TGQ,2025-12-05,4,22.0
ORD117878,TOT,2025-06-11,3,15.0
ORD119712,JRM,2025-07-31,10,13.0
ORD155967,MFN,2025-07-05,5,8.0
ORD109446,DYL,2026-03-30,1,21.0
ORD199890,YAE,2026-01-11,6,22.0
ORD174011,ANG,2025-11-18,4,20.0
ORD163889,HDN,2025-06-04,3,18.0
ORD122719,PRR,2026-03-04,9,18.0
ORD196998,QZY,2025-10-30,1,24.0
ORD107091,KLW,2025-12-04,1,18.0
ORD171974,MHO,2026-04-24,9,17.0
ORD120393,PYC,2025-10-15,5,7.0
ORD147726,EJK,2025-11-09,3,13.0
ORD111289,TYP,2025-10-05,2,18.0
ORD168736,XDK,2026-01-04,2,14.0
ORD172977,PRR,2025-10-08,3,18.0
ORD179888,DUO,2025-10-18,9,23.0
ORD191457,UJI,2025-12-29,2,19.0
ORD198473,EBK,2025-07-17,3,5.0
ORD153606,XCU,2025-09-19,3,18.0
ORD193582,JFY,2026-04-18,8,8.0
ORD184326,ULD,2025-11-11,1,14.0
ORD115984,TOT,2026-01-19,7,15.0
ORD124359,FBK,2026-01-03,4,11.0
ORD189464,KNE,2025-07-19,10,24.0
ORD152604,MLR,2026-01-12,4,7.0
ORD173912,KNE,2025-07-24,3,24.0
ORD145700,WBF,2025-06-10,2,23.0
ORD189820,YVQ,2025-07-05,10,19.0
ORD193869,GOE,2025-11-09,2,14.0
ORD111429,SMW,2026-02-16,1,15.0
ORD168569,SMW,2026-04-23,7,15.0
ORD102159,LJF,2025-06-27,7,19.0
ORD107807,WBF,2025-09-18,2,23.0
ORD118970,LNR,2025-10-21,1,18.0
ORD139920,QZY,2025-07-31,8,24.0
ORD171450,MFN,2026-03-16,4,8.0
ORD132413,TOT,2026-03-10,5,15.0
ORD158349,BCD,2026-05-06,4,17.0
ORD114966,OXT,2025-06-24,1,23.0
ORD115271,DNM,2026-02-09,2,10.0
ORD102995,JRM,2026-01-29,3,13.0
ORD107786,IGY,2025-08-04,7,17.0
ORD175155,FBC,2025-06-03,2,16.0
ORD117084,LJF,2025-08-02,1,19.0
ORD101275,HDN,2025-12-19,3,18.0
ORD142401,SKK,2026-05-04,2,6.0
ORD129525,YAE,2025-10-24,1,22.0
ORD153334,TGQ,2026-01-04,2,22.0
ORD129576,XDK,2025-10-05,4,14.0
ORD138796,YJD,2025-08-19,4,7.0
ORD109640,JRM,2025-12-04,8,13.0
ORD137719,VFZ,2026-05-08,1,13.0
ORD125884,BLA,2025-12-31,10,7.0
ORD138088,OXT,2025-11-30,4,23.0
ORD108926,SJE,2025-12-06,4,16.0
ORD148061,LWI,2025-11-25,3,22.0
ORD179886,PRR,2025-08-20,10,18.0
ORD106812,YND,2026-04-13,2,21.0
ORD141420,OXT,2026-01-03,4,23.0
ORD165010,OXT,2025-12-30,5,23.0
ORD145169,SCC,2025-07-01,2,19.0
ORD105253,AQN,2025-07-24,4,5.0
ORD152118,ANG,2025-12-08,1,20.0
ORD163015,LFB,2025-11-30,7,21.0
ORD129786,XCU,2025-06-29,4,18.0
ORD110653,WDW,2025-10-18,3,24.0
ORD193653,SKK,2025-10-29,8,6.0
ORD193237,JRM,2026-04-27,8,13.0
ORD108189,NYB,2025-11-20,1,8.0
ORD149279,PYC,2026-02-15,2,7.0
ORD102470,LWO,2025-08-29,2,23.0
ORD163127,MFN,2026-05-14,2,8.0
ORD154784,KNE,2025-11-16,4,24.0
ORD118842,BVD,2026-02-19,1,25.0
ORD198207,TGQ,2026-02-05,10,22.0
ORD128543,KLW,2025-06-24,10,18.0
ORD190928,LXL,2025-07-31,4,18.0
ORD161699,CPS,2026-03-11,3,19.0
ORD140022,HWV,2025-08-22,2,25.0
ORD124612,PRR,2025-11-04,9,18.0
ORD183935,YJD,2025-09-17,7,7.0
ORD150862,PYC,2026-05-12,1,7.0
ORD184512,DUO,2025-11-19,4,23.0
ORD168791,NUJ,2025-06-30,6,19.0
ORD190072,PYC,2025-07-20,7,7.0
ORD192836,LWI,2026-01-07,7,22.0
ORD108019,HHN,2025-06-16,1,14.0
ORD194243,VUQ,2025-11-17,3,16.0
ORD199625,NUJ,2025-08-27,10,19.0
ORD118044,LWI,2025-09-08,3,22.0
ORD123477,GJJ,2025-07-13,6,18.0
ORD109531,DRC,2025-06-13,10,6.0
ORD128950,XCU,2025-06-29,4,18.0
ORD195564,JRM,2025-12-18,4,13.0
ORD154842,IEE,2025-10-23,7,18.0
ORD118302,WDW,2026-03-28,3,24.0
ORD152428,XDK,2026-05-16,6,14.0
ORD163596,BVD,2025-07-02,1,25.0
ORD162107,IFM,2025-07-10,7,9.0
ORD150560,MFN,2025-08-23,7,8.0
ORD139186,TGQ,2026-05-18,9,22.0
ORD143321,RNO,2025-06-16,6,8.0
ORD116317,ZJB,2025-07-23,4,8.0
ORD167940,BVD,2026-04-01,1,25.0
ORD183176,ODJ,2025-10-09,6,18.0
ORD126673,EBK,2026-05-10,2,5.0
ORD188931,HEM,2026-01-07,4,5.0
ORD102237,YJD,2025-11-26,1,7.0
ORD190092,QZY,2025-12-26,3,24.0
ORD162232,TYP,2026-03-04,8,18.0
ORD167807,RXX,2026-01-23,4,18.0
ORD164972,XDK,2025-11-07,4,14.0
ORD169384,KMU,2026-04-15,2,13.0
ORD164856,TGQ,2026-03-20,3,22.0
ORD189234,VUQ,2025-09-22,4,16.0
ORD168847,LBG,2025-09-27,5,16.0
ORD192155,ODJ,2026-02-17,10,18.0
ORD179409,EPS,2025-06-25,6,16.0
ORD109118,SKK,2026-05-24,7,6.0
ORD193117,HEM,2026-05-26,3,5.0
ORD177859,ULD,2025-09-26,7,14.0
ORD144870,YJD,2026-04-20,3,7.0
ORD188803,NYB,2025-06-29,4,8.0
ORD125417,ANG,2026-04-16,10,20.0
ORD188926,SCC,2025-10-17,4,19.0
ORD169293,MFN,2025-07-28,2,8.0
ORD170751,ZYZ,2026-04-15,8,5.0
ORD142294,WVI,2026-05-03,1,11.0
ORD123127,SJE,2026-04-13,9,16.0
ORD121467,YVQ,2025-08-28,10,19.0
ORD134461,BLA,2025-09-17,7,7.0
ORD176785,KLW,2026-01-06,10,18.0
ORD153677,JRM,2025-09-06,5,13.0
ORD168299,MFN,2025-10-29,2,8.0
ORD139001,EZT,2025-06-16,1,21.0
ORD160118,BVD,2025-07-26,1,25.0
ORD174119,FBC,2025-12-27,8,16.0
ORD102517,LKY,2025-06-23,3,6.0
ORD137354,EZT,2026-03-24,4,21.0
ORD187514,NUJ,2025-06-21,3,19.0
ORD185688,LJF,2025-12-29,2,19.0
ORD171307,ZJB,2026-01-24,4,8.0
